Key,Type,Desc,English (United Kingdom) [en]
warning_choose_settler_name,Text,,"Please choose settler's name"
warning_choose_village_name,Text,,"Please choose settlement name"
warning_message_info_AnimalRaid,Text,,"A pack of wild animals has arrived near your settlement. It will leave in a couple of days so it might be better to leave them undisturbed than to risk someone getting hurt."
warning_message_info_AttackCountdown,Text,,"Prepare your settlers, <faction_name> are on their way"
warning_message_info_AvailableResearch,Text,,"You have the available knowledge to unlock new research items"
warning_message_info_Bleeding,Text,,"Assign convalesce in the jobs panel in order for other settlers to tend their wounds and stop the bleeding."
warning_message_info_Cold,Text,,"Make appropriate clothing to beat the cold."
warning_message_info_CriticalCondition,Text,,"Your settlers' hitpoints are low. Convalescence and sleep will help them regenerate."
warning_message_info_DefensiveStructure,Text,,"Construct defensive structures like merlons and traps to prepare for potential raider attacks."
warning_message_info_Hunger,Text,,"Harvest more food or produce some using cooking spots like campfires or stoves."
warning_message_info_HunterMissingWeapon,Text,,"Settlers are assigned hunting jobs, but have no ranged weapons to hunt with.\nEquip your hunters with ranged weapons so that they can hunt."
warning_message_info_Idle,Text,,"You should probably find them something productive to do."
warning_message_info_LowStockpileFood,Text,,"Your food reserves are getting low. There is not enough food for settlers.\n\nGet more food by foraging, hunting or farming. <b>(only food placed on a stockpile counts)</b>\n\nForaging - Order some settlers to harvest berries or mushrooms\n\nHunting - Mark some animals to be hunted and butcher their carcasses for meat\n\nFarming - research and place crop fields to grow a steady harvest of food ingredients."
warning_message_info_MealProduction,Text,,"Construct a workstation that turns raw food into meals, like a campfire or a stove. \nMeals can improve your settlers' mood."
warning_message_info_MissingBed,Text,,"The number of beds needs to match the number of settlers.\n\nBuild some beds so your settlers can get a good night's sleep."
warning_message_info_MissingStockpile,Text,,"Place a stockpile so that your settlers have somewhere to store resource piles."
warning_message_info_MoodAnnoyed,Text,,"The mood of some of your settlers is worsening.\n\nIf it gets too low they will stop following their schedule and orders, and even do destructive things like overeat or drink until they pass out.\n\nIf their mood falls to 0, they will leave your colony\n\nBe sure to combat low mood by making nice meals, giving settlers a good night's sleep and seeing that they have enough leisure hours in the day. "
warning_message_info_MoodLow,Text,,"The mood of some of your settlers is worsening.\n\nIf it gets too low they will stop following their schedule and orders, and even do destructive things like overeat or drink until they pass out.\n\nIf their mood falls to 0, they will leave your colony\n\nBe sure to combat low mood by making nice meals, giving settlers a good night's sleep and seeing that they have enough leisure hours in the day. "
warning_message_info_MoodLowRevolt,Text,,"Your settlers have had enough and for the next several hours will not follow your schedule or instructions."
warning_message_info_NeedTending,Text,,"Your settlers are wounded.\n\nTo tend their wounds, the settlers must convalesce or be carried unconscious to bed by another settler.\n\nOnly then can a settler with a tending job see to the wounds."
warning_message_info_NegotiationCountdown,Text,,"A negotiator has arrived at the edge of your settlement. Send a settler to speak with [Him/Her]. To initiate negotiation, select a settler and <sprite=""ctrl_right_click"" index=t> on the negotiator, then select the  <b>Negotiate with</b> option."
warning_message_info_Raid,Text,,"Arm your settlers. You are being attacked!"
warning_message_info_RaidCountdown,Text,,"Prepare your settlers, <faction_name> are on their way"
warning_message_info_Recreation,Text,,"Be sure to give your settlers leisure time activities.\n\nThere are several activities available.\n\nReligious - Depending on religious alignment, your settlers will want to pray at a shrine, Oak Brethren Temple or Restitutionist Chapel.\n\nDrinking - Settlers love to wind down with a pint of ale (some more than others)\n\nGames - games like backgammon will give your settlers a pastime.\n\nInspect the stats and mood tabs in the settler selection screen for more info."
warning_message_info_ResearchBench,Text,,"Construct a Basic Research Table to unlock new research items."
warning_message_info_Sleep,Text,,"Your settlers are exhausted. This means that they are not getting enough sleep.\n\nMake sure that every settler has enough sleep hours in their schedule."
warning_message_info_Suffocating,Text,,"Settlers cannot breathe in this environment. Remove them quickly, before they run out of air and die."
warning_message_info_UnarmedVillagers,Text,,"Arm your settlers so they can defend themselves if attacked. "
warning_message_info_Unconscious,Text,,"Your settlers are unconscious. This could be due to injuries or lack of sleep. Send another settler to bring them to a bed where they can recover."
warning_message_info_Warmth,Text,,"Keep them indoors or make appropriate clothing to accommodate the heat."
warning_message_info_WinterClothes,Text,,"Prepare for chilly weather by equipping your settlers with warm clothes.\n\nTailor some winter clothing at the sewing station"
warning_message_info_animals_hungry,Text,,"Your animals are hungry. Feed them, otherwise they might die of starvation. You can check each animal's diet in the almanac. Ensure that they can access piles of appropriate resources."
warning_message_info_crop_blight,Text,,"Order your settlers to cut down spoiled crops before the blight spreads."
warning_message_info_event_possible,Text,,"One or more event types are available to your settlement. Select the appropriate structure to initiate an event there."
warning_message_info_fire,Text,,"A fire has broken out! Extinguish the flames before they spread and damage your settlement."
warning_message_info_gaoler_missing,Text,,"You have prisoners but no Gaoler. This means food will not be delivered to prisoners, nor will thay be escorted to their cells. Assign this job to one or more of your settlers. "
warning_message_info_group_of_animals_leave,Text,,"The <animal> group has left "
warning_message_info_group_of_animals_start,Text,,"A group of animals has arrived (<number> <animal>)"
warning_message_info_no_role_hour,Text,,"One or more of your settlers with assigned roles don't have role-appointed hours. Some roles need role-appointed hours for role-specific tasks."
warning_message_info_prison_cell,Text,,"There is no room designated as a cell. Add a prison marker and stash to any room to turn it in to a prison cell"
warning_message_info_prisoner_run,Text,,"Prisoners are running away! Order your gaolers to capture them. If runaways reach the edge of the map, they will be gone."
warning_message_info_role_hour,Text,,"One or more settlers have role duties scheduled during the day, but have no role assigned to them. Assign a role to them or replace the role duty hours with another activity. "
warning_message_info_role_possible,Text,,"One or more of your settlers have the prerequisites to be given a special community role in your settlement. "
warning_message_info_trader,Text,,"To initiate bartering with a merchant, select a settler and <sprite=""ctrl_right_click"" index=t> on the merchant, then select the  <b>Barter with</b> option."
warning_message_info_trader_cant_leave,Text,,"Visitors can't leave due to being locked or walled in. If you don’t let them go, your settlement's alignment with <faction_name> will decrease."
warning_message_info_visitor,Text,,"<village_name> has a visitor from a friendly or neutral faction. If they hold a community role, you can hold a special event relevant to their expertise. Inviting them gives a better quality experience."
warning_message_info_warden_recruit,Text,,"Assign a settler the Prison Warden role. They will try to recruit prisoners to become villagers in your settlement. The Warden will try this only during role appointed hours."
warning_message_short_AnimalRaid,Text,,"<style=DefaultRed>Hostile animals</style>"
warning_message_short_AttackCountdown,Text,,"<style=DefaultRed>Attackers approaching.</style>"
warning_message_short_AvailableResearch,Text,,"Research available"
warning_message_short_Bleeding,Text,,"<style=DefaultRed>Settlers are losing blood</style>"
warning_message_short_Cold,Text,,"Settlers are suffering from cold"
warning_message_short_CriticalCondition,Text,,"<style=DefaultRed>Critical Condition</style>"
warning_message_short_DefensiveStructure,Text,,"Build up your defences"
warning_message_short_Hunger,Text,,"<style=DefaultRed>Settlers are starving</style>"
warning_message_short_HunterMissingWeapon,Text,,"Hunter lacks ranged weapon"
warning_message_short_Idle,Text,,"Settlers are idle"
warning_message_short_LowStockpileFood,Text,,"Food reserves on stockpile low"
warning_message_short_MealProduction,Text,,"Meal preparation missing"
warning_message_short_MissingBed,Text,,"Not enough beds"
warning_message_short_MissingStockpile,Text,,"Nowhere to store resources"
warning_message_short_MoodAnnoyed,Text,,"Settlers are becoming annoyed"
warning_message_short_MoodLow,Text,,"<style=DefaultRed>Settlers are unhappy</style>"
warning_message_short_MoodLowRevolt,Text,,"<style=Rebellious>Rebellious</style>"
warning_message_short_NeedTending,Text,,"<style=DefaultRed>Settler wounds need tending</style>"
warning_message_short_NegotiationCountdown,Text,,"Negotiator"
warning_message_short_Raid,Text,,"<style=DefaultRed>Incursion!</style>"
warning_message_short_RaidCountdown,Text,,"<style=DefaultRed>A search party arrives.</style>"
warning_message_short_Recreation,Text,,"Leisure activities"
warning_message_short_ResearchBench,Text,,"Research table missing"
warning_message_short_Sleep,Text,,"<style=DefaultRed>Settlers are exhausted</style>"
warning_message_short_Suffocating,Text,,"<style=DefaultRed>Settlers are suffocating</style>"
warning_message_short_UnarmedVillagers,Text,,"Settlers are unarmed"
warning_message_short_Unconscious,Text,,"<style=DefaultRed>Settlers are unconscious</style>"
warning_message_short_Warmth,Text,,"Settlers are suffering from excessive heat"
warning_message_short_WinterClothes,Text,,"Winter is approaching"
warning_message_short_animals_hungry,Text,,"<style=DefaultRed>Animals are hungry</style>"
warning_message_short_caravan,Text,,"Caravan is at destination"
warning_message_short_crop_blight,Text,,"<style=DefaultRed>Blighted crops</style>"
warning_message_short_event_possible,Text,,"Hold an Event"
warning_message_short_fire,Text,,"<style=DefaultRed>Fire!</style>"
warning_message_short_gaoler_missing,Text,,"Gaoler Needed"
warning_message_short_no_role_hour,Text,,"Role Duties Schedule Missing"
warning_message_short_prison_cell,Text,,"<style=DefaultRed>Prison Cell Missing</style>"
warning_message_short_prisoner_run,Text,,"<style=DefaultRed>Runaway!</style>"
warning_message_short_role_hour,Text,,"Role Duties Schedule"
warning_message_short_role_possible,Text,,"Eligible for Role"
warning_message_short_trader,Text,,"Merchant"
warning_message_short_trader_cant_leave,Text,,"<style=DefaultRed>Visitors can't leave</style>"
warning_message_short_visitor,Text,,"Visitor"
warning_message_warden_recruit,Text,,"Cannot Recruit Prisoner"
warning_village_name_exists,Text,,"Settlement name already exists in save file"
water_lvl_01,Text,,"Shallow Water"
water_lvl_02,Text,,"Low Water"
water_lvl_03,Text,,"Deep Water"
wealth_price_buy,Text,,"Value merchant gains when trading this item"
wealth_price_give,Text,,"Value when giving this item"
wealth_price_sell,Text,,"Value gained when trading this item"
weapon_and_modifiers,Text,,"Weapon and modifiers"
weapons_trader,Text,,"Weapons merchant"
weather_clear,Text,,"Clear"
weather_cold_snap,Text,,"Cold snap"
weather_fog,Text,,"Fog"
weather_hailstorm,Text,,"Hailstorm"
weather_heat_wave,Text,,"Heat wave"
weather_rain,Text,,"Rain"
weather_snow,Text,,"Snow"
weather_thunderstorm,Text,,"Thunderstorm"
web_migration_link_text,Text,,"Link"
whiped_back_name,Text,,"Whipped back"
window_state_closed,Text,,"Closed"
window_state_open,Text,,"Open"
winter_description_1,Text,,"In deep winter"
winter_description_2,Text,,"At Yuletide"
winter_description_3,Text,,"At the bitterly-cold end"
winter_description_4,Text,,"In the midwinter chill"
with_default_1,Text,,"with"
with_default_2,Text,,"with [his/her]"
workbenchfurniture_deconstruct,Text,,"Select workbenches/furniture only"
worker_action_AnimalFeederHaulingGoal,Text,,"Filling trough"
worker_action_AnimalFleeingIdleGoal,Text,,"Idle"
worker_action_AnimalHungerGoal,Text,,"Hungry"
worker_action_AnimalRaidIdleGoal,Text,,"Idle"
worker_action_BanishGoal,Text,,"Leaving"
worker_action_BardRoleGoal,Text,,"Performing "
worker_action_BardVisitorGoal,Text,,"Performing "
worker_action_BarrelFillGoal,Text,,"Filling Barrel"
worker_action_ChangeDoorLockStateGoal,Text,,"Locking/Unlocking Door"
worker_action_DeliverMoveBuildingResource,Text,,"Getting resources for construction"
worker_action_EnemyCombatIdleGoal,Text,,"Idle"
worker_action_EnemyIdleGoal,Text,,"Idle"
worker_action_EnemyWithdrawalGoal,Text,,"Leaving"
worker_action_FeastEventGoal,Text,,"Feasting"
worker_action_FeastEventGoalBard,Text,,"Performing "
worker_action_FillMedicineStorageGoal,Text,,"Filling Medicine Pouch"
